,public_date,gicdesc,NFIRM,indret_ew,indret_vw,dpr_Median,PEG_trailing_Median,bm_Median,CAPEI_Median,divyield_Median,evm_Median,pcf_Median,pe_exi_Median,pe_inc_Median,pe_op_basic_Median,pe_op_dil_Median,ps_Median,ptb_Median,efftax_Median,GProf_Median,aftret_eq_Median,aftret_equity_Median,aftret_invcapx_Median,gpm_Median,npm_Median,opmad_Median,opmbd_Median,pretret_earnat_Median,pretret_noa_Median,ptpm_Median,roa_Median,roce_Median,roe_Median,capital_ratio_Median,equity_invcap_Median,debt_invcap_Median,totdebt_invcap_Median,invt_act_Median,rect_act_Median,fcf_ocf_Median,ocf_lct_Median,cash_debt_Median,cash_lt_Median,cfm_Median,short_debt_Median,profit_lct_Median,curr_debt_Median,debt_ebitda_Median,dltt_be_Median,int_debt_Median,int_totdebt_Median,lt_debt_Median,lt_ppent_Median,de_ratio_Median,debt_assets_Median,debt_at_Median,debt_capital_Median,intcov_Median,intcov_ratio_Median,cash_conversion_Median,cash_ratio_Median,curr_ratio_Median,quick_ratio_Median,at_turn_Median,inv_turn_Median,pay_turn_Median,rect_turn_Median,sale_equity_Median,sale_invcap_Median,sale_nwc_Median,accrual_Median,rd_sale_Median,adv_sale_Median,staff_sale_Median,PEG_1yrforward_Median,PEG_ltgforward_Median
403,20021031,Financials,977,0.017079,0.076508,0,0.661,0.657,16.385,2.44,11.435,3.283,11.788,11.578,11.692,11.822,1.78,1.391,0.334,0.044,0.108,0.108,0,0.541,0.118,0.265,0.303,0.101,0.21,0.175,0.025,0.088,0.107,0.419,0.583,0.425,0.65,0,0.304,0.941,0.341,0.032,0.066,0.152,0.198,0.372,0.523,4.889,0.724,0.079,0.061,0.098,58.329,9.462,0.904,0.131,0.903,2.073,2.311,281.941,0.518,1.508,1.479,0.078,8.569,0.05,0.124,0.895,0.473,4.414,0.013,0,0,0.176,0.522,1.142
413,20021130,Financials,978,0.039608,0.035053,0,0.63,0.742,16.314,2.36,11.451,3.157,11.754,11.717,11.729,11.934,1.811,1.4,0.334,0.044,0.112,0.112,0,0.56,0.125,0.278,0.315,0.101,0.212,0.185,0.026,0.092,0.112,0.42,0.586,0.425,0.653,0,0.312,0.949,0.378,0.031,0.067,0.157,0.193,0.383,0.558,4.842,0.715,0.075,0.06,0.099,59.194,9.41,0.904,0.135,0.903,2.216,2.421,287.546,0.483,1.574,1.443,0.076,7.068,0.05,0.121,0.871,0.453,4.507,0.014,0,0,0.179,0.448,1.194
423,20021231,Financials,981,0.003262,-0.044063,0,0.652,0.742,16.253,2.42,11.381,3.104,11.779,11.713,11.558,11.772,1.847,1.403,0.334,0.044,0.112,0.113,0,0.562,0.125,0.278,0.315,0.108,0.228,0.186,0.026,0.093,0.112,0.42,0.586,0.425,0.653,0,0.313,0.949,0.404,0.031,0.067,0.157,0.193,0.446,0.571,4.832,0.715,0.075,0.06,0.097,59.194,9.435,0.904,0.134,0.903,2.293,2.487,287.546,0.479,1.495,1.356,0.076,7.141,0.05,0.121,0.873,0.458,4.681,0.014,0,0,0.18,0.449,1.194
433,20030131,Financials,975,0.018256,-0.017783,0,0.667,0.744,16.482,2.42,11.358,3.188,11.945,11.848,11.646,11.951,1.884,1.444,0.334,0.044,0.112,0.112,0,0.561,0.125,0.278,0.315,0.101,0.212,0.186,0.026,0.092,0.112,0.421,0.585,0.428,0.653,0,0.312,0.949,0.378,0.031,0.067,0.157,0.192,0.383,0.586,4.843,0.725,0.075,0.06,0.098,59.194,9.432,0.904,0.135,0.903,2.271,2.474,283.498,0.483,1.574,1.383,0.076,7.068,0.05,0.122,0.876,0.457,4.681,0.014,0,0,0.18,0.483,1.163
443,20030228,Financials,980,0.001544,-0.031438,0.205,0.714,0.73,16.337,2.45,11.656,3.06,13.406,13.308,13.157,13.403,1.86,1.382,0.328,0.043,0.115,0.115,0,0.582,0.133,0.292,0.328,0.106,0.257,0.197,0.025,0.089,0.114,0.406,0.587,0.409,0.647,0,0.293,0.953,0.313,0.026,0.066,0.167,0.262,0.389,0.62,4.934,0.694,0.076,0.056,0.093,59.978,9.396,0.904,0.138,0.903,2.397,3.01,258.343,0.458,1.42,1.368,0.074,5.347,0.049,0.12,0.831,0.437,4.353,0.013,0,0,0.201,1.187,1.244
453,20030331,Financials,974,0.010063,-0.001603,0.209,0.71,0.726,16.322,2.44,11.6,2.985,13.449,13.405,13.214,13.471,1.88,1.4,0.328,0.043,0.114,0.114,0,0.583,0.134,0.292,0.328,0.107,0.301,0.197,0.025,0.089,0.113,0.406,0.588,0.409,0.647,0,0.293,0.953,0.317,0.026,0.066,0.167,0.27,0.392,0.578,4.871,0.692,0.077,0.057,0.092,60.363,9.405,0.904,0.137,0.903,2.391,3,258.343,0.458,1.473,1.381,0.074,5.403,0.048,0.12,0.83,0.437,4.762,0.013,0,0,0.201,1.139,1.236
463,20030430,Financials,976,0.07536,0.11381,0.207,0.765,0.728,17.54,2.35,11.607,3.262,14.196,14.104,13.884,14.186,2.017,1.51,0.328,0.043,0.115,0.115,0,0.583,0.134,0.292,0.328,0.107,0.301,0.197,0.025,0.089,0.113,0.406,0.588,0.409,0.647,0,0.293,0.952,0.317,0.026,0.066,0.167,0.27,0.392,0.578,4.871,0.692,0.076,0.057,0.092,60.215,9.405,0.904,0.137,0.903,2.385,2.99,272.931,0.465,1.473,1.381,0.074,5.358,0.048,0.12,0.831,0.437,4.762,0.012,0,0,0.201,1.192,1.32
473,20030531,Financials,970,0.068831,0.054295,0,0.703,0.725,17.944,2.26,11.309,3.584,12.821,12.762,12.683,12.941,2.108,1.566,0.328,0.044,0.116,0.116,0,0.596,0.137,0.301,0.335,0.143,0.513,0.203,0.026,0.093,0.116,0.433,0.575,0.434,0.648,0,0.335,0.949,0.372,0.026,0.065,0.17,0.182,0.371,0.552,4.819,0.762,0.071,0.056,0.1,59.72,9.407,0.904,0.133,0.903,2.396,3.066,271.295,0.468,1.5,1.415,0.072,5.767,0.046,0.118,0.835,0.428,4.824,0.014,0,0,0.202,0.87,1.224
483,20030630,Financials,969,0.02868,0.004818,0,0.71,0.725,18.133,2.28,11.308,3.696,12.795,12.719,12.636,12.87,2.14,1.593,0.328,0.044,0.116,0.117,0,0.595,0.137,0.301,0.335,0.143,0.505,0.204,0.026,0.093,0.116,0.432,0.576,0.434,0.648,0,0.34,0.949,0.372,0.025,0.065,0.17,0.191,0.371,0.552,4.83,0.76,0.071,0.056,0.1,59.746,9.411,0.904,0.134,0.903,2.42,3.08,272.009,0.468,1.5,1.415,0.072,5.788,0.046,0.118,0.835,0.429,4.691,0.014,0,0,0.202,0.87,1.219
493,20030731,Financials,966,0.05527,0.045756,0,0.732,0.723,18.843,2.21,11.275,3.858,13.451,13.303,13.226,13.558,2.242,1.676,0.328,0.044,0.116,0.117,0,0.596,0.137,0.3,0.335,0.132,0.479,0.203,0.026,0.093,0.116,0.435,0.574,0.438,0.649,0,0.353,0.948,0.41,0.026,0.065,0.171,0.189,0.388,0.56,4.853,0.766,0.071,0.057,0.1,59.746,9.428,0.904,0.135,0.903,2.445,3.098,271.835,0.483,1.534,1.502,0.072,5.713,0.046,0.118,0.836,0.43,4.691,0.013,0,0,0.202,0.905,1.32
503,20030831,Financials,958,0.02191,-0.003843,0,0.723,0.644,19.078,2.18,11.249,3.64,13.599,13.519,13.271,13.586,2.256,1.647,0.327,0.044,0.117,0.117,0,0.616,0.14,0.305,0.341,0.165,0.449,0.209,0.026,0.093,0.117,0.429,0.581,0.431,0.643,0,0.383,0.949,0.365,0.026,0.065,0.174,0.19,0.455,0.595,4.869,0.755,0.071,0.056,0.098,61.075,9.463,0.904,0.134,0.903,2.638,3.513,282.167,0.661,1.599,1.57,0.07,4.587,0.047,0.117,0.819,0.428,4.155,0.013,0,0,0.205,0.753,1.322
513,20030930,Financials,958,0.017604,0.006246,0,0.74,0.642,19.228,2.23,11.226,3.731,13.63,13.531,13.409,13.636,2.261,1.668,0.327,0.044,0.117,0.117,0,0.617,0.14,0.306,0.341,0.165,0.449,0.21,0.026,0.094,0.117,0.429,0.581,0.431,0.643,0,0.383,0.949,0.347,0.026,0.065,0.174,0.188,0.463,0.579,4.826,0.755,0.071,0.056,0.098,61.3,9.47,0.905,0.134,0.903,2.702,3.576,282.167,0.519,1.56,1.495,0.07,4.587,0.047,0.117,0.818,0.428,4.155,0.012,0,0,0.205,0.739,1.301
523,20031031,Financials,961,0.065558,0.071383,0,0.775,0.64,20.336,2.11,11.227,3.958,14.486,14.387,14.119,14.409,2.396,1.791,0.327,0.044,0.117,0.117,0,0.617,0.141,0.306,0.342,0.165,0.449,0.21,0.026,0.094,0.117,0.43,0.58,0.431,0.644,0,0.383,0.948,0.347,0.026,0.065,0.175,0.189,0.463,0.579,4.819,0.756,0.071,0.056,0.098,61.125,9.454,0.904,0.134,0.903,2.727,3.576,282.167,0.519,1.56,1.495,0.07,4.496,0.047,0.117,0.817,0.429,4.155,0.012,0,0,0.205,0.802,1.406
533,20031130,Financials,955,0.034945,0.006303,0,0.795,0.604,20.679,2.05,11.421,3.159,14.793,14.728,14.437,14.75,2.463,1.804,0.327,0.044,0.117,0.117,0,0.632,0.144,0.314,0.349,0.209,0.421,0.212,0.026,0.095,0.116,0.436,0.573,0.441,0.646,0,0.343,0.952,0.459,0.024,0.061,0.18,0.193,0.582,0.561,4.819,0.77,0.066,0.054,0.099,61.728,9.429,0.904,0.135,0.903,3.215,3.957,245.281,0.562,1.444,1.431,0.069,4.035,0.036,0.114,0.8,0.418,4.45,0.002,0,0,0.207,0.679,1.433
543,20031231,Financials,956,0.026844,0.04168,0,0.803,0.603,21.007,2.04,11.419,3.236,14.972,14.808,14.555,14.925,2.549,1.856,0.327,0.044,0.117,0.117,0,0.632,0.142,0.314,0.35,0.212,0.428,0.212,0.026,0.095,0.116,0.435,0.575,0.44,0.647,0,0.302,0.952,0.464,0.025,0.062,0.18,0.181,0.606,0.591,4.819,0.77,0.067,0.054,0.099,60.995,9.412,0.904,0.135,0.903,3.207,4.004,232.48,0.754,1.68,1.68,0.069,4.094,0.036,0.114,0.804,0.418,4.45,0.003,0,0,0.208,0.661,1.458
553,20040131,Financials,950,0.03726,0.032991,0,0.823,0.603,21.383,2.01,11.424,3.448,15.317,15.195,14.849,15.235,2.617,1.917,0.326,0.044,0.117,0.117,0,0.63,0.142,0.313,0.349,0.212,0.428,0.211,0.026,0.095,0.116,0.437,0.574,0.441,0.646,0,0.313,0.949,0.468,0.025,0.062,0.179,0.176,0.642,0.55,4.832,0.77,0.067,0.054,0.1,61.17,9.401,0.904,0.135,0.903,3.207,3.843,233.427,0.754,1.68,1.68,0.069,3.945,0.036,0.114,0.807,0.418,4.48,0.003,0,0,0.208,0.703,1.45
563,20040229,Financials,951,0.020909,0.029402,0.228,0.944,0.556,21.062,2.04,13.189,2.248,17.014,16.912,16.421,16.908,2.657,1.877,0.325,0.043,0.115,0.116,0,0.645,0.145,0.315,0.352,0.187,0.451,0.214,0.026,0.091,0.115,0.438,0.558,0.442,0.669,0,0.249,0.951,0.505,0.01,0.052,0.183,0.263,0.707,0.52,5.215,0.772,0.069,0.054,0.1,60.312,9.361,0.903,0.14,0.902,4.038,5.403,237.399,0.761,1.826,1.614,0.068,4.143,0.029,0.11,0.755,0.388,3.105,-0.003,0,0.001,0.228,1.275,1.564
573,20040331,Financials,955,0.004912,-0.008766,0.229,0.924,0.554,20.987,2.08,13.194,2.264,16.802,16.646,16.192,16.664,2.677,1.891,0.325,0.043,0.115,0.116,0,0.644,0.145,0.314,0.352,0.187,0.451,0.214,0.026,0.092,0.115,0.435,0.56,0.437,0.669,0,0.249,0.949,0.507,0.01,0.052,0.183,0.269,0.695,0.52,5.187,0.757,0.069,0.055,0.098,60.049,9.326,0.903,0.141,0.902,4.057,5.316,239.881,0.687,1.826,1.568,0.068,4.139,0.03,0.11,0.757,0.39,3.105,-0.004,0,0.001,0.228,1.245,1.535
583,20040430,Financials,947,-0.041306,-0.047052,0.228,0.871,0.554,20.228,2.16,13.189,2.135,16.169,16.073,15.698,16.094,2.551,1.812,0.325,0.043,0.116,0.116,0,0.644,0.145,0.314,0.352,0.187,0.451,0.213,0.026,0.092,0.115,0.43,0.565,0.431,0.668,0,0.264,0.947,0.477,0.01,0.052,0.183,0.273,0.695,0.52,5.104,0.751,0.069,0.055,0.098,59.718,9.315,0.903,0.14,0.902,4.012,5.149,234.654,0.687,1.826,1.568,0.068,4.168,0.03,0.11,0.758,0.391,3.105,-0.004,0,0,0.227,1.192,1.456
593,20040531,Financials,943,0.004659,0.017028,0.083,0.812,0.548,20.086,2.19,12.545,3.355,14.328,14.296,14.083,14.343,2.554,1.748,0.325,0.044,0.12,0.12,0,0.65,0.148,0.319,0.352,0.236,0.525,0.215,0.026,0.095,0.119,0.444,0.565,0.454,0.647,0,0.272,0.948,0.478,0.01,0.056,0.186,0.188,0.67,0.564,4.872,0.792,0.067,0.054,0.103,60.238,9.324,0.903,0.134,0.902,4.596,5.539,225.56,0.783,1.899,1.67,0.065,4.213,0.029,0.107,0.76,0.386,4.004,0.001,0,0,0.229,0.862,1.321
603,20040630,Financials,941,0.018701,0.005967,0.083,0.815,0.548,20.185,2.21,12.479,3.458,14.497,14.409,14.216,14.46,2.596,1.777,0.325,0.044,0.12,0.12,0,0.651,0.148,0.319,0.352,0.212,0.5,0.215,0.026,0.095,0.119,0.442,0.566,0.452,0.645,0,0.26,0.949,0.541,0.01,0.056,0.187,0.187,0.667,0.552,4.834,0.788,0.067,0.053,0.102,60.143,9.315,0.903,0.133,0.902,4.58,5.508,224.419,0.793,2.029,1.679,0.065,4.209,0.029,0.108,0.759,0.388,3.875,0.001,0,0,0.229,0.879,1.346
613,20040731,Financials,930,-0.01726,-0.020407,0.083,0.808,0.549,19.947,2.24,12.45,3.349,14.316,14.213,13.912,14.283,2.57,1.775,0.325,0.044,0.12,0.12,0,0.651,0.148,0.319,0.352,0.212,0.5,0.215,0.026,0.095,0.119,0.441,0.572,0.451,0.638,0,0.235,0.949,0.541,0.01,0.057,0.187,0.188,0.667,0.576,4.775,0.783,0.067,0.053,0.102,59.789,9.267,0.903,0.133,0.901,4.618,5.551,216.277,0.793,1.769,1.661,0.066,4.139,0.029,0.108,0.759,0.391,4.004,0.001,0,0,0.229,0.852,1.314
623,20040831,Financials,926,0.018526,0.032364,0.161,0.82,0.561,19.994,2.22,12.946,3.098,14.725,14.69,14.369,14.694,2.6,1.791,0.325,0.044,0.118,0.118,0,0.659,0.148,0.323,0.358,0.181,0.499,0.219,0.026,0.096,0.116,0.446,0.565,0.453,0.644,0,0.245,0.942,0.469,0.011,0.053,0.187,0.202,0.657,0.532,4.887,0.8,0.065,0.054,0.102,60.034,9.315,0.903,0.136,0.902,5.145,6.039,200.233,0.936,2.003,1.892,0.064,5.003,0.026,0.105,0.745,0.387,4.174,-0.003,0,0,0.23,0.73,1.374
633,20040930,Financials,921,0.028791,-0.002309,0.161,0.839,0.561,20.469,2.14,12.906,3.279,14.913,14.892,14.634,14.912,2.679,1.833,0.325,0.044,0.119,0.119,0,0.659,0.148,0.323,0.358,0.19,0.514,0.218,0.026,0.097,0.117,0.444,0.565,0.453,0.644,0,0.253,0.94,0.501,0.011,0.053,0.187,0.202,0.687,0.531,4.882,0.8,0.065,0.053,0.102,58.619,9.327,0.903,0.135,0.902,5.24,6.066,188.415,0.82,2.005,1.947,0.064,4.972,0.026,0.105,0.746,0.389,3.759,-0.002,0,0,0.231,0.78,1.395
643,20041031,Financials,917,0.023589,0.007125,0.16,0.861,0.561,21.234,2.09,12.876,3.456,15.273,15.196,15.02,15.33,2.767,1.903,0.326,0.044,0.119,0.119,0,0.656,0.148,0.323,0.357,0.209,0.539,0.219,0.026,0.097,0.118,0.443,0.569,0.452,0.643,0,0.265,0.94,0.525,0.011,0.053,0.187,0.204,0.687,0.532,4.858,0.789,0.064,0.052,0.101,58.516,9.35,0.903,0.135,0.902,5.352,6.116,188.415,0.738,2.008,1.892,0.064,4.991,0.026,0.105,0.747,0.389,3.966,-0.002,0,0,0.231,0.795,1.422
653,20041130,Financials,914,0.056291,0.034879,0.217,0.993,0.576,21.626,2.02,13.171,4.745,15.943,15.813,15.724,16.098,2.855,1.878,0.325,0.044,0.119,0.118,0,0.659,0.148,0.326,0.36,0.2,0.512,0.216,0.026,0.095,0.117,0.449,0.568,0.456,0.648,0,0.266,0.934,0.418,0.012,0.05,0.188,0.193,0.691,0.547,5.042,0.812,0.063,0.052,0.104,58.7,9.299,0.903,0.139,0.902,5.444,6.824,172.99,1.045,1.934,1.625,0.063,6.078,0.028,0.103,0.735,0.379,3.855,0.002,0,0,0.231,0.804,1.47
663,20041231,Financials,918,0.027229,0.039884,0.218,1.034,0.573,21.917,2.02,13.121,4.804,15.996,15.946,15.923,16.347,2.896,1.936,0.324,0.044,0.119,0.118,0,0.659,0.147,0.324,0.359,0.194,0.512,0.214,0.026,0.095,0.117,0.453,0.567,0.459,0.651,0,0.245,0.933,0.418,0.012,0.051,0.187,0.194,0.676,0.548,5.042,0.822,0.064,0.054,0.104,58.543,9.297,0.903,0.138,0.902,5.228,6.649,203.011,1.051,1.934,1.625,0.063,6.079,0.028,0.103,0.733,0.378,3.254,0.002,0,0.001,0.232,0.802,1.485
673,20050131,Financials,908,-0.02101,-0.021892,0.218,0.988,0.574,21.334,2.08,13.05,4.795,15.631,15.595,15.479,15.872,2.834,1.894,0.324,0.044,0.119,0.119,0,0.661,0.148,0.326,0.36,0.191,0.5,0.216,0.026,0.095,0.118,0.45,0.567,0.456,0.648,0,0.225,0.934,0.424,0.012,0.051,0.188,0.194,0.665,0.549,4.988,0.818,0.064,0.054,0.103,58.385,9.278,0.903,0.136,0.902,5.265,6.565,212.786,1.132,2.037,1.78,0.063,6.181,0.028,0.103,0.734,0.378,3.67,0.002,0,0.001,0.232,0.879,1.42
683,20050228,Financials,912,0.001763,-0.004383,0.269,0.973,0.537,20.462,2.11,14.401,10.728,16.716,16.705,16.028,16.63,2.733,1.81,0.321,0.042,0.115,0.115,0,0.661,0.148,0.324,0.355,0.174,0.482,0.22,0.025,0.092,0.113,0.395,0.604,0.395,0.69,0,0.304,0.879,0.468,0.016,0.046,0.188,0.319,0.601,0.584,5.304,0.65,0.068,0.055,0.088,57.744,9.103,0.901,0.139,0.9,5.515,8.028,194.517,1.401,2.831,2.174,0.064,6.032,0.03,0.102,0.709,0.372,3.095,0.005,0,0.005,0.238,1.176,1.487
693,20050331,Financials,910,-0.023498,-0.035835,0.269,0.92,0.534,20.158,2.19,14.37,10.547,16.184,16.145,15.792,16.18,2.669,1.754,0.321,0.042,0.115,0.115,0,0.66,0.148,0.324,0.356,0.174,0.482,0.219,0.026,0.092,0.114,0.393,0.605,0.394,0.689,0,0.305,0.879,0.466,0.016,0.046,0.188,0.32,0.559,0.579,5.25,0.648,0.068,0.055,0.089,57.709,9.067,0.901,0.139,0.9,5.535,8.108,194.789,1.406,2.887,2.503,0.064,5.817,0.03,0.103,0.712,0.376,3,0.005,0,0.005,0.238,1.134,1.443
703,20050430,Financials,910,-0.029401,-0.008937,0.269,0.905,0.532,19.518,2.27,14.353,10.33,15.679,15.641,15.309,15.68,2.608,1.712,0.322,0.042,0.116,0.116,0,0.661,0.148,0.324,0.356,0.171,0.44,0.22,0.026,0.094,0.114,0.388,0.608,0.393,0.684,0,0.304,0.879,0.468,0.016,0.046,0.188,0.321,0.556,0.573,5.194,0.633,0.068,0.055,0.087,58.073,9.136,0.901,0.136,0.9,5.594,8.252,194.789,1.34,2.831,2.174,0.064,5.814,0.03,0.103,0.713,0.378,2.866,0.005,0,0.006,0.238,1.076,1.428
713,20050531,Financials,908,0.030739,0.030025,0.281,0.842,0.567,19.984,2.25,13.131,10.901,14.97,14.967,14.668,15,2.598,1.728,0.322,0.043,0.119,0.119,0,0.654,0.149,0.321,0.353,0.168,0.369,0.219,0.026,0.095,0.118,0.431,0.592,0.441,0.657,0,0.234,0.873,0.424,0.016,0.048,0.188,0.213,0.548,0.602,5.072,0.751,0.065,0.054,0.101,59.127,9.218,0.902,0.136,0.901,5.842,8.289,207.39,1.322,2.66,2.093,0.063,6.218,0.029,0.101,0.742,0.388,2.61,0.005,0,0.005,0.238,0.93,1.362
723,20050630,Financials,912,0.031198,0.019408,0.28,0.902,0.568,20.351,2.16,13.149,11.044,15.257,15.239,15,15.339,2.652,1.799,0.322,0.043,0.119,0.119,0,0.654,0.149,0.32,0.353,0.161,0.365,0.219,0.026,0.094,0.118,0.427,0.593,0.44,0.656,0,0.226,0.873,0.439,0.016,0.048,0.187,0.214,0.546,0.605,5.025,0.744,0.065,0.054,0.1,59.137,9.217,0.902,0.136,0.901,5.842,8.289,192.197,1.326,2.743,2.214,0.063,6.136,0.029,0.101,0.743,0.388,2.593,0.005,0,0.005,0.239,0.936,1.387
733,20050731,Financials,910,0.041408,0.019118,0.279,0.945,0.568,21.21,2.1,13.149,11.303,15.747,15.777,15.537,15.87,2.783,1.876,0.323,0.043,0.119,0.119,0,0.654,0.148,0.32,0.353,0.168,0.369,0.218,0.026,0.095,0.118,0.427,0.593,0.441,0.659,0,0.243,0.873,0.409,0.016,0.048,0.188,0.214,0.546,0.605,5.051,0.744,0.065,0.054,0.1,59.076,9.218,0.902,0.136,0.901,5.915,8.295,192.197,1.297,2.577,2.129,0.063,6.145,0.029,0.101,0.743,0.389,2.593,0.005,0,0.005,0.239,0.931,1.454
743,20050831,Financials,914,-0.012868,-0.016513,0.277,0.965,0.582,20.319,2.18,13.095,11.308,15.217,15.17,14.949,15.278,2.658,1.756,0.322,0.043,0.121,0.12,0,0.646,0.149,0.32,0.351,0.152,0.266,0.216,0.026,0.098,0.121,0.433,0.595,0.443,0.649,0,0.25,0.869,0.36,0.016,0.048,0.187,0.211,0.544,0.606,4.909,0.757,0.065,0.055,0.1,58.657,9.162,0.901,0.138,0.9,6.021,8.271,183.252,1.236,2.555,2.137,0.064,6.394,0.032,0.102,0.753,0.398,2.605,0.004,0,0.006,0.24,0.826,1.416
753,20050930,Financials,917,0.000853,0.008232,0.27,0.967,0.581,20.299,2.21,13.029,11.192,15.136,15.129,14.933,15.223,2.61,1.742,0.323,0.043,0.121,0.121,0,0.647,0.149,0.32,0.353,0.151,0.251,0.216,0.026,0.098,0.121,0.429,0.596,0.44,0.644,0,0.25,0.869,0.36,0.016,0.048,0.186,0.208,0.544,0.606,4.857,0.75,0.066,0.055,0.099,58.766,9.19,0.902,0.134,0.901,6.021,8.271,183.252,1.236,2.555,2.137,0.064,6.346,0.032,0.102,0.754,0.398,2.698,0.004,0,0.006,0.24,0.809,1.393
763,20051031,Financials,917,-0.000239,0.028261,0.27,0.965,0.581,20.496,2.21,12.994,11.142,15.068,15.237,14.912,15.068,2.608,1.73,0.323,0.043,0.121,0.121,0,0.647,0.149,0.319,0.352,0.152,0.266,0.216,0.026,0.098,0.121,0.428,0.596,0.438,0.641,0,0.252,0.87,0.365,0.016,0.048,0.186,0.207,0.579,0.592,4.831,0.75,0.066,0.055,0.099,58.888,9.162,0.901,0.134,0.9,6.343,8.684,193.541,1.273,2.64,2.11,0.064,6.353,0.032,0.102,0.753,0.4,2.683,0.004,0,0.006,0.24,0.771,1.425
773,20051130,Financials,919,0.031665,0.045742,0.277,0.99,0.582,20.674,2.14,12.998,11.209,15.599,15.496,15.231,15.542,2.564,1.743,0.323,0.044,0.118,0.118,0,0.634,0.146,0.317,0.344,0.139,0.301,0.211,0.026,0.098,0.118,0.419,0.601,0.428,0.638,0,0.27,0.875,0.459,0.016,0.048,0.182,0.207,0.599,0.576,4.816,0.711,0.068,0.056,0.098,58.112,9.181,0.902,0.133,0.9,5.751,7.784,197.63,1.229,2.432,2.148,0.066,6.591,0.034,0.103,0.77,0.415,2.807,0.004,0,0.006,0.24,0.707,1.449
783,20051231,Financials,922,0.00142,0.000522,0.276,0.992,0.582,20.687,2.23,12.97,11.22,15.308,15.292,14.903,15.257,2.55,1.768,0.323,0.043,0.118,0.118,0,0.633,0.146,0.316,0.345,0.151,0.313,0.21,0.026,0.098,0.118,0.419,0.602,0.428,0.637,0,0.277,0.87,0.459,0.016,0.047,0.181,0.211,0.602,0.597,4.714,0.711,0.068,0.056,0.097,58.039,9.195,0.902,0.131,0.901,5.801,7.801,176.249,1.229,2.264,2.11,0.066,6.736,0.034,0.103,0.77,0.411,2.986,0.004,0,0.006,0.241,0.717,1.429
793,20060131,Financials,919,0.032811,0.014054,0.274,0.985,0.581,21.323,2.18,12.971,11.539,15.676,15.577,15.402,15.56,2.603,1.823,0.324,0.043,0.119,0.118,0,0.632,0.146,0.316,0.345,0.145,0.307,0.21,0.026,0.098,0.118,0.417,0.602,0.426,0.636,0,0.279,0.87,0.434,0.016,0.048,0.181,0.209,0.634,0.581,4.702,0.709,0.068,0.056,0.097,58.112,9.192,0.902,0.131,0.9,5.785,7.795,167.067,1.149,2.381,2.074,0.066,6.775,0.034,0.103,0.773,0.415,3.085,0.004,0,0.006,0.24,0.765,1.454
803,20060228,Financials,916,0.00965,0.016744,0.272,1.098,0.587,20.192,2.17,13.426,11.31,16.313,16.305,15.924,16.308,2.539,1.757,0.327,0.043,0.117,0.117,0,0.619,0.144,0.308,0.338,0.18,0.338,0.206,0.026,0.097,0.116,0.358,0.633,0.363,0.65,0,0.287,0.869,0.457,0.017,0.05,0.18,0.356,0.672,0.6,4.729,0.556,0.073,0.058,0.079,58.318,9.095,0.9,0.124,0.9,5.899,7.7,195.436,1.003,1.912,1.817,0.069,7.22,0.035,0.105,0.774,0.421,3.014,0.005,0,0.006,0.222,1.266,1.508
813,20060331,Financials,912,0.028037,0.008221,0.272,1.11,0.587,20.87,2.15,13.419,11.575,16.553,16.518,16.22,16.601,2.57,1.816,0.327,0.043,0.117,0.117,0,0.619,0.144,0.306,0.336,0.183,0.329,0.206,0.026,0.097,0.116,0.357,0.637,0.357,0.649,0,0.284,0.869,0.512,0.017,0.05,0.179,0.36,0.727,0.606,4.729,0.553,0.074,0.058,0.079,58.136,9.095,0.9,0.123,0.899,5.93,8.008,201.287,1.017,2.081,1.835,0.069,7.22,0.035,0.105,0.774,0.422,2.956,0.005,0,0.006,0.222,1.29,1.567
823,20060430,Financials,908,0.004263,0.035108,0.272,1.133,0.588,20.661,2.19,13.412,11.516,16.373,16.335,16.047,16.452,2.611,1.802,0.326,0.043,0.117,0.117,0,0.619,0.144,0.307,0.337,0.185,0.338,0.206,0.026,0.097,0.116,0.357,0.636,0.357,0.652,0,0.283,0.869,0.518,0.017,0.05,0.18,0.36,0.671,0.618,4.767,0.555,0.074,0.058,0.079,58.303,9.091,0.9,0.124,0.899,5.93,8.008,201.287,1.01,1.996,1.873,0.069,7.22,0.035,0.105,0.775,0.424,2.881,0.005,0,0.006,0.222,1.268,1.568
